timestamp,sensor_id,value,unit
2025-05-12T10:08:23.240802,4,190.51987361461852,AQI
2025-05-12T10:08:24.240925,4,86.51792404263503,AQI
2025-05-12T10:08:25.241417,4,472.9236542112248,AQI
2025-05-12T10:08:26.241751,4,68.76143357830806,AQI
2025-05-12T10:08:27.242786,4,148.31475958501244,AQI
2025-05-12T10:08:28.243118,4,308.31187876447103,AQI
2025-05-12T10:08:29.243319,4,30.699405322370254,AQI
2025-05-12T10:08:30.244315,4,443.4912757192223,AQI
2025-05-12T10:08:31.244565,4,405.76510168585435,AQI
2025-05-12T10:08:32.245170,4,79.64396215972481,AQI
2025-05-12T10:17:16.210829,4,380.1317364726771,AQI
2025-05-12T10:17:16.210993,5,-17.51493366852755,°C
2025-05-12T10:17:17.211134,5,22.415236820633275,°C
2025-05-12T10:17:17.211171,4,125.6506310226952,AQI
2025-05-12T10:17:18.211341,4,286.5333788173351,AQI
2025-05-12T10:17:18.211993,5,5.949829524273376,°C
2025-05-12T10:17:19.212084,4,101.22772178163325,AQI
2025-05-12T10:17:19.212578,5,-3.2796969330118912,°C
2025-05-12T10:17:20.212251,4,369.68555916142606,AQI
2025-05-12T10:17:20.213249,5,9.90796488177779,°C
2025-05-12T10:17:21.212440,4,79.18642487419613,AQI
2025-05-12T10:17:21.213436,5,-10.94557034979919,°C
2025-05-12T10:17:22.212822,4,9.586177013354401,AQI
2025-05-12T10:17:22.213637,5,6.6792146548266444,°C
2025-05-12T10:17:23.213510,4,373.1252807538747,AQI
2025-05-12T10:17:23.214010,5,19.251743128573864,°C
2025-05-12T10:17:24.214173,5,4.052652044586466,°C
2025-05-12T10:17:24.214215,4,211.57018662159527,AQI
2025-05-12T10:17:25.214770,4,474.66656380708304,AQI
2025-05-12T10:17:25.214809,5,-8.936836178661256,°C
2025-05-12T10:17:26.220548,5,33.385621612281895,°C
2025-05-12T10:29:16.515099,4,230.92375326099236,AQI
2025-05-12T10:29:16.515244,5,15.095315764103347,°C
2025-05-12T10:29:17.516295,4,292.85132772469007,AQI
2025-05-12T10:29:17.516458,5,31.75276864669435,°C
2025-05-12T10:29:18.517400,5,1.5049085342617907,°C
